"","Curso","Turno","Ensino médio","Opinião","Renda","Nota ENEM","IAA"
"1017","Produção","Diurno","Somente em pública","Indiferente",1.49,545,5.081
"1018","Civil","Diurno","Somente em pública","Satisfeito",1.41,488,4.313
"1019","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.18,323,3.249
"1020","Química","Diurno",NA,"Insatisfeito",1.25,569,4.9
"1021","Química","Integral","Maior parte em particular","Insatisfeito",1.95,656,5.442
"1022","Computação","Noturno","Somente em pública","Muito satisfeito",1.13,337,3.37
"1023","Química","Diurno","Somente em pública","Insatisfeito",2.62,698,6.225
"1024","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.01,203,3.003
"1025","Produção","Noturno","Somente em pública","Muito satisfeito",1.11,386,4.178
"1026","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,404,3.688
"1027","Química","Integral","Maior parte em pública","Indiferente",1.39,473,4.954
"1028","Química","Diurno","Somente em pública","Satisfeito",1.38,580,5.31
"1029","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,485,4.579
"1030","Produção","Noturno","Somente em particular","Muito satisfeito",1.23,322,3.562
"1031","Produção","Noturno","Somente em pública","Satisfeito",1.36,517,5.114
"1032","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.04,749,6.203
"1033","Civil","Noturno","Somente em pública","Muito satisfeito",1.06,227,2.869
"1034","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,118,2.491
"1035","Química","Noturno","Somente em particular","Muito satisfeito",1.02,500,4.467
"1036","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.17,520,4.568
"1037","Civil","Integral","Maior parte em particular","Indiferente",2.86,428,3.65
"1038","Química","Noturno","Somente em pública","Muito satisfeito",1.07,466,4.162
"1039","Produção","Integral","Maior parte em pública","Muito insatisfeito",3.64,632,5.485
"1040","Produção","Integral","Maior parte em particular","Indiferente",1.75,571,5.148
"1041","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,391,4.294
"1042","Produção","Diurno","Somente em pública","Satisfeito",1.51,416,4.419
"1043","Computação","Noturno","Somente em particular","Muito satisfeito",1.3,160,2.394
"1044","Computação","Noturno","Somente em pública","Satisfeito",1.09,383,3.581
"1045","Química","Diurno","Somente em pública","Satisfeito",1.24,472,4.584
"1046","Produção","Diurno","Somente em pública","Satisfeito",1.4,482,4.376
"1047","Química","Diurno","Somente em pública","Indiferente",1.78,566,5.248
"1048","Química","Integral","Somente em pública","Indiferente",1.69,677,5.851
"1049","Civil","Noturno","Somente em pública","Muito satisfeito",1.26,463,4.521
"1050","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.01,305,3.573
"1051","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.89,683,5.793
"1052","Química","Noturno","Somente em pública","Muito satisfeito",1.04,497,4.856
"1053","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,304,3.347
"1054","Civil","Noturno","Somente em pública","Muito satisfeito",1.01,422,3.898
"1055","Civil","Noturno","Somente em pública","Muito satisfeito",1.45,494,4.642
"1056","Computação","Noturno","Somente em particular","Muito satisfeito",1.06,377,3.623
"1057","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.65,406,4.016
"1058","Elétrica","Diurno","Somente em pública","Muito satisfeito",1.2,475,4.806
"1059","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.2,806,6.876
"1060","Química","Noturno","Somente em pública","Muito satisfeito",1.26,553,5.085
"1061","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.38,548,4.551
"1062","Produção","Integral","Maior parte em particular","Satisfeito",2.34,640,5.72
"1063","Química","Noturno","Somente em pública","Muito satisfeito",1.17,371,3.475
"1064","Elétrica","Noturno","Somente em pública","Muito satisfeito",10.4,403,4.306
"1065","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",4.81,625,5.264
"1066","Computação","Noturno","Somente em pública","Muito satisfeito",1.01,470,4.097
"1067","Química","Diurno","Somente em pública","Indiferente",1.25,436,4.174
"1068","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.24,848,6.898
"1069","Civil","Noturno","Somente em pública","Muito satisfeito",1.01,331,3.177
"1070","Civil","Diurno","Somente em pública","Satisfeito",2.26,518,4.63
"1071","Produção","Diurno","Somente em pública","Indiferente",1.81,575,4.699
"1072","Produção","Integral","Maior parte em pública","Muito insatisfeito",5.5,413,4.44
"1073","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,475,4.299
"1074","Computação","Noturno","Somente em particular","Muito satisfeito",1,353,3.353
"1075","Computação","Noturno","Somente em pública","Satisfeito",2.52,442,4.419
"1076","Produção","Diurno","Somente em pública","Muito satisfeito",1.08,371,3.39
"1077","Química","Diurno","Maior parte em particular","Insatisfeito",2.29,659,5.534
"1078","Computação","Noturno","Somente em particular","Muito satisfeito",1.08,535,5.081
"1079","Produção","Diurno","Somente em pública","Satisfeito",2.32,529,4.956
"1080","Produção","Diurno","Somente em pública","Indiferente",2.77,548,5.278
"1081","Civil","Diurno","Somente em pública","Indiferente",1.45,476,4.496
"1082","Civil","Noturno","Somente em pública","Muito satisfeito",1.02,419,4.295
"1083","Civil","Diurno","Somente em pública","Muito satisfeito",1.15,398,4.189
"1084","Civil","Noturno","Somente em pública","Muito satisfeito",1.01,716,6.217
"1085","Mecânica","Integral","Somente em pública","Insatisfeito",3.97,472,4.933
"1086","Produção","Integral","Maior parte em pública","Indiferente",1.48,622,5.644
"1087","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.12,545,4.719
"1088","Civil","Noturno","Somente em pública","Satisfeito",1.28,527,5.116
"1089","Computação","Diurno","Somente em pública","Satisfeito",1.3,577,4.913
"1090","Civil","Diurno","Somente em pública","Indiferente",1.67,499,4.764
"1091","Mecânica","Diurno","Somente em pública","Satisfeito",1.15,761,6.754
"1092","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,380,3.67
"1093","Química","Integral","Maior parte em particular","Insatisfeito",2.52,718,6.008
"1094","Produção","Diurno","Somente em pública","Satisfeito",1.22,670,6.193
"1095","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.55,752,6.79
"1096","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.02,259,2.92
"1097","Química","Noturno","Somente em pública","Muito satisfeito",1.21,428,3.639
"1098","Química","Integral","Somente em pública","Insatisfeito",1.7,635,5.59
"1099","Computação","Noturno","Somente em particular","Muito satisfeito",1.28,413,4.273
"1100","Produção","Noturno","Somente em pública","Muito satisfeito",1.15,386,3.851
"1101","Química","Noturno","Maior parte em particular","Satisfeito",1.07,413,4.091
"1102","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.02,350,3.499
"1103","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.07,535,4.714
"1104","Civil","Noturno","Somente em pública","Muito satisfeito",1.07,389,3.713
"1105","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.06,397,3.725
"1106","Produção","Noturno","Somente em pública","Muito satisfeito",1.38,623,5.326
"1107","Mecânica","Diurno","Somente em pública","Satisfeito",1.39,463,4.215
"1108","Produção","Integral","Somente em pública","Satisfeito",1.61,568,5.022
"1109","Química","Diurno","Somente em pública","Satisfeito",1.91,511,4.734
"1110","Química","Diurno","Somente em pública","Satisfeito",1.72,383,3.993
"1111","Produção","Integral","Somente em pública","Indiferente",2.55,560,5.162
"1112","Produção","Diurno","Somente em pública","Satisfeito",1.26,844,6.995
"1113","Produção","Integral","Somente em pública","Satisfeito",1.39,517,5.05
"1114","Mecânica","Diurno","Somente em pública","Insatisfeito",2.66,437,4.124
"1115","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.68,757,6.501
"1116","Produção","Diurno","Somente em pública","Satisfeito",1.91,557,5.135
"1117","Química","Diurno","Somente em pública","Satisfeito",1.38,467,4.776
"1118","Computação","Noturno","Somente em particular","Muito satisfeito",1.06,409,4.193
"1119","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",9.6,673,5.478
"1120",NA,"Noturno","Somente em particular","Muito satisfeito",1.02,418,3.893
"1121","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.59,467,4.448
"1122","Produção","Noturno","Somente em pública","Muito satisfeito",1.05,277,2.804
"1123","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.75,583,5.388
"1124","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.02,454,4.193
"1125","Química","Noturno","Somente em pública","Muito satisfeito",1.45,697,5.832
"1126","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,445,4.209
"1127","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,400,3.989
"1128","Computação","Noturno","Somente em pública","Satisfeito",6.56,436,3.878
"1129","Produção","Diurno","Somente em pública","Indiferente",2.28,415,4.136
"1130","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,127,2.343
"1131","Química","Diurno","Somente em pública","Satisfeito",1.81,632,4.791
"1132","Produção","Diurno","Somente em pública","Muito satisfeito",1.23,553,4.824
"1133","Civil","Integral","Maior parte em pública","Indiferente",1.59,544,5.174
"1134","Produção","Diurno","Somente em pública","Indiferente",1.31,346,3.884
"1135","Mecânica","Integral","Somente em pública","Indiferente",1.4,596,5.549
"1136","Computação","Diurno","Somente em pública","Muito satisfeito",2.58,496,4.59
"1137","Produção","Integral","Maior parte em particular","Insatisfeito",1.61,524,4.985
"1138","Produção","Diurno","Maior parte em particular","Indiferente",1.42,592,5.327
"1139","Química","Diurno","Somente em pública","Satisfeito",1.77,541,4.463
"1140","Civil","Diurno","Somente em pública","Satisfeito",2.05,586,4.869
"1141","Civil","Noturno","Somente em pública","Muito satisfeito",1.46,316,3.779
"1142","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.4,800,6.724
"1143","Civil","Integral","Maior parte em particular","Insatisfeito",2.25,518,4.809
"1144","Civil","Noturno","Somente em pública","Satisfeito",1.22,392,4.125
"1145","Mecânica","Integral","Somente em pública","Insatisfeito",3.89,604,5.313
"1146","Mecânica","Diurno","Maior parte em pública","Muito insatisfeito",1.83,539,4.985
"1147","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.03,398,3.735
"1148","Civil","Diurno","Somente em pública","Muito satisfeito",1.36,407,4.018
"1149","Computação","Diurno","Maior parte em particular","Satisfeito",1.28,289,2.835
"1150","Produção","Integral","Somente em pública","Satisfeito",1.32,647,6.047
"1151","Produção","Integral","Maior parte em particular","Indiferente",2.31,542,4.897
"1152","Computação","Noturno","Somente em pública","Satisfeito",1.19,535,4.242
"1153","Civil","Noturno","Somente em particular","Muito satisfeito",1.01,361,3.438
"1154","Mecânica","Diurno","Somente em pública","Muito satisfeito",1.06,517,4.754
"1155","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.84,493,4.29
"1156","Civil","Diurno","Somente em pública","Indiferente",1.53,536,5.097
"1157","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.89,470,4.144
"1158","Produção","Integral","Maior parte em particular","Insatisfeito",1.38,487,4.569
"1159","Química","Diurno","Somente em pública","Muito satisfeito",1.1,442,4.153
"1160","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,362,3.752
"1161","Produção","Diurno","Somente em pública","Muito satisfeito",1.31,644,5.645
"1162","Química","Diurno","Somente em pública","Indiferente",1.81,503,4.616
"1163","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.46,533,4.357
"1164","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.05,458,4.318
"1165","Produção","Diurno","Somente em pública","Satisfeito",1.3,518,4.243
"1166","Produção","Integral","Maior parte em particular","Muito insatisfeito",2.81,854,6.813
"1167","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.32,445,4.202
"1168","Produção","Integral","Maior parte em particular","Indiferente",1.5,532,4.791
"1169","Produção","Noturno","Somente em pública","Muito satisfeito",1.03,319,3.225
"1170","Produção","Integral","Maior parte em particular","Muito insatisfeito",3.66,712,6.577
"1171","Computação","Noturno","Somente em pública","Muito satisfeito",1.29,431,4.229
"1172","Civil","Integral","Maior parte em particular","Indiferente",1.51,344,3.422
"1173","Computação","Noturno","Somente em particular","Muito satisfeito",1.04,356,3.66
"1174","Química","Noturno","Somente em pública","Muito satisfeito",1.15,349,3.356
"1175","Computação","Noturno","Somente em particular","Muito satisfeito",1.17,415,4.432
"1176","Produção","Noturno","Somente em pública","Muito satisfeito",1.1,277,3.31
"1177","Civil","Diurno","Somente em pública","Satisfeito",1.22,499,4.263
"1178","Produção","Integral","Somente em pública","Insatisfeito",3.05,727,6.279
"1179","Computação","Noturno","Somente em pública","Muito satisfeito",1.18,569,4.695
"1180","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,371,3.466
"1181","Química","Diurno","Maior parte em particular","Indiferente",1.35,680,5.881
"1182","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.6,575,5.803
"1183","Produção","Integral","Maior parte em pública","Insatisfeito",1.88,575,4.851
"1184","Química","Noturno","Somente em pública","Muito satisfeito",1.49,437,4.516
"1185","Computação","Diurno","Somente em pública","Satisfeito",1.48,476,4.514
"1186","Química","Integral","Maior parte em particular","Insatisfeito",2.01,607,5.289
"1187","Produção","Diurno","Somente em pública","Indiferente",1.35,476,4.856
